index	answer	question	image_path
1223	[[0.13, 0.967], [0.145, 0.967], [0.145, 0.981], [0.13, 0.981]]	locate the cylindrical tank at the bottom left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1224	[[0.148, 0.961], [0.163, 0.961], [0.163, 0.976], [0.148, 0.976]]	find the oil tank located in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1225	[[0.426, 0.976], [0.44, 0.976], [0.44, 0.991], [0.426, 0.991]]	the storage tank that is bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1226	[[0.172, 0.953], [0.188, 0.953], [0.188, 0.966], [0.172, 0.966]]	find the fuel tank located on the lower left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03739.jpg
1227	[[0.625, 0.598], [0.969, 0.598], [0.969, 0.703], [0.625, 0.703]]	locate the boat in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03792.jpg
1228	[[0.312, 0.027], [0.41, 0.027], [0.41, 0.117], [0.312, 0.117]]	find the top-center fuel tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03792.jpg
1229	[[0.281, 0.137], [0.383, 0.137], [0.383, 0.215], [0.281, 0.215]]	find the top-center fuel tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03792.jpg
1230	[[0.18, 0.016], [0.27, 0.016], [0.27, 0.098], [0.18, 0.098]]	the storage tank that is at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03792.jpg
1231	[[0.176, 0.117], [0.254, 0.117], [0.254, 0.188], [0.176, 0.188]]	find the fuel tank located on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03792.jpg
1232	[[0.453, 0.633], [0.699, 0.633], [0.699, 1.0], [0.453, 1.0]]	find the bridge located bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03847.jpg
1233	[[0.34, 0.109], [0.484, 0.109], [0.484, 0.227], [0.34, 0.227]]	find the top-center storage tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03847.jpg
1234	[[0.504, 0.074], [0.637, 0.074], [0.637, 0.191], [0.504, 0.191]]	the oil tank that is top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03847.jpg
1235	[[0.305, 0.004], [0.453, 0.004], [0.453, 0.102], [0.305, 0.102]]	among the 5 oil tanks, find the one top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03847.jpg
1236	[[0.609, 0.004], [0.77, 0.004], [0.77, 0.059], [0.609, 0.059]]	the oil tank in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03847.jpg
1237	[[0.09, 0.004], [0.234, 0.004], [0.234, 0.059], [0.09, 0.059]]	the cylindrical tank that is in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03847.jpg
1238	[[0.383, 0.004], [0.676, 0.004], [0.676, 0.312], [0.383, 0.312]]	find the bridge located top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03913.jpg
1239	[[0.75, 0.84], [0.898, 0.84], [0.898, 0.961], [0.75, 0.961]]	among the 6 cylindrical tanks, find the one on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03913.jpg
1240	[[0.609, 0.785], [0.754, 0.785], [0.754, 0.898], [0.609, 0.898]]	locate the oil tank in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03913.jpg
1241	[[0.812, 0.711], [0.926, 0.711], [0.926, 0.832], [0.812, 0.832]]	find the storage tank located on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03913.jpg
1242	[[0.672, 0.66], [0.801, 0.66], [0.801, 0.766], [0.672, 0.766]]	the storage tank that is at the bottom right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03913.jpg
1243	[[0.543, 0.918], [0.691, 0.918], [0.691, 1.0], [0.543, 1.0]]	find the bottom-center storage tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03913.jpg
1244	[[0.945, 0.863], [1.0, 0.863], [1.0, 0.973], [0.945, 0.973]]	among the 6 storage tanks, find the one on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03913.jpg
1245	[[0.254, 0.688], [0.297, 0.688], [0.297, 0.988], [0.254, 0.988]]	the bridge that is in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03936.jpg
1246	[[0.773, 0.871], [0.859, 0.871], [0.859, 1.0], [0.773, 1.0]]	the marine vessel on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03936.jpg
1247	[[0.25, 0.066], [0.297, 0.066], [0.297, 0.277], [0.25, 0.277]]	locate the bridge in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03936.jpg
1248	[[0.262, 0.406], [0.293, 0.406], [0.293, 0.605], [0.262, 0.605]]	the bridge that is in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03936.jpg
1249	[[0.773, 0.496], [0.859, 0.496], [0.859, 0.672], [0.773, 0.672]]	locate the ship in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03937.jpg
1250	[[0.254, 0.312], [0.297, 0.312], [0.297, 0.613], [0.254, 0.613]]	the bridge on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03937.jpg
1251	[[0.262, 0.031], [0.293, 0.031], [0.293, 0.23], [0.262, 0.23]]	find the on the upper left bridge from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03937.jpg
1252	[[0.773, 0.121], [0.859, 0.121], [0.859, 0.297], [0.773, 0.297]]	the boat on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03938.jpg
1253	[[0.254, 0.004], [0.297, 0.004], [0.297, 0.238], [0.254, 0.238]]	find the bridge located on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03938.jpg
1254	[[0.011, 0.801], [0.019, 0.801], [0.019, 0.862], [0.011, 0.862]]	find the bridge located at the bottom left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1255	[[0.083, 0.51], [0.125, 0.51], [0.125, 0.519], [0.083, 0.519]]	the ship that is on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1256	[[0.0, 0.985], [0.018, 0.985], [0.018, 0.999], [0.0, 0.999]]	find the cylindrical tank located in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1257	[[0.153, 0.531], [0.175, 0.531], [0.175, 0.542], [0.153, 0.542]]	among the 40 vessels, find the one towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1258	[[0.067, 0.574], [0.078, 0.574], [0.078, 0.596], [0.067, 0.596]]	the vessel that is on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1259	[[0.048, 0.979], [0.064, 0.979], [0.064, 0.994], [0.048, 0.994]]	the oil tank in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1260	[[0.025, 0.976], [0.04, 0.976], [0.04, 0.991], [0.025, 0.991]]	the storage tank that is on the lower left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1261	[[0.008, 0.969], [0.024, 0.969], [0.024, 0.982], [0.008, 0.982]]	among the 8 oil tanks, find the one in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1262	[[0.066, 0.986], [0.08, 0.986], [0.08, 1.0], [0.066, 1.0]]	find the oil tank located in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1263	[[0.018, 0.992], [0.036, 0.992], [0.036, 1.0], [0.018, 1.0]]	locate the fuel tank on the lower left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1264	[[0.126, 0.519], [0.143, 0.519], [0.143, 0.527], [0.126, 0.527]]	find the in the middle left vessel from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1265	[[0.732, 0.634], [0.746, 0.634], [0.746, 0.645], [0.732, 0.645]]	the ship in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1266	[[0.698, 0.675], [0.707, 0.675], [0.707, 0.69], [0.698, 0.69]]	among the 40 marine vessels, find the one at the bottom right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1267	[[0.953, 0.423], [0.967, 0.423], [0.967, 0.431], [0.953, 0.431]]	among the 40 ships, find the one towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1268	[[0.588, 0.633], [0.603, 0.633], [0.603, 0.642], [0.588, 0.642]]	find the center vessel from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03958.jpg
1269	[[0.715, 0.086], [0.855, 0.086], [0.855, 0.211], [0.715, 0.211]]	locate the cylindrical tank in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03989.jpg
1270	[[0.574, 0.035], [0.711, 0.035], [0.711, 0.156], [0.574, 0.156]]	the storage tank top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03989.jpg
1271	[[0.008, 0.195], [0.129, 0.195], [0.129, 0.312], [0.008, 0.312]]	among the 6 fuel tanks, find the one on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03989.jpg
1272	[[0.07, 0.07], [0.191, 0.07], [0.191, 0.18], [0.07, 0.18]]	find the storage tank located on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03989.jpg
1273	[[0.77, 0.004], [0.918, 0.004], [0.918, 0.078], [0.77, 0.078]]	the fuel tank that is in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03989.jpg
1274	[[0.441, 0.004], [0.559, 0.004], [0.559, 0.086], [0.441, 0.086]]	among the 6 oil tanks, find the one top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03989.jpg
1275	[[0.707, 0.562], [0.805, 0.562], [0.805, 0.66], [0.707, 0.66]]	find the ship located in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/03989.jpg
1276	[[0.34, 0.461], [0.48, 0.461], [0.48, 0.586], [0.34, 0.586]]	find the center fuel tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04002.jpg
1277	[[0.395, 0.34], [0.543, 0.34], [0.543, 0.453], [0.395, 0.453]]	locate the fuel tank center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04002.jpg
1278	[[0.137, 0.219], [0.273, 0.219], [0.273, 0.34], [0.137, 0.34]]	the fuel tank that is on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04002.jpg
1279	[[0.199, 0.41], [0.336, 0.41], [0.336, 0.531], [0.199, 0.531]]	find the towards the left storage tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04002.jpg
1280	[[0.277, 0.273], [0.395, 0.273], [0.395, 0.395], [0.277, 0.395]]	locate the oil tank center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04002.jpg
1281	[[0.066, 0.348], [0.184, 0.348], [0.184, 0.461], [0.066, 0.461]]	locate the oil tank in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04002.jpg
1282	[[0.004, 0.02], [0.113, 0.02], [0.113, 0.121], [0.004, 0.121]]	locate the oil tank in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04002.jpg
1283	[[0.332, 0.938], [0.43, 0.938], [0.43, 1.0], [0.332, 1.0]]	the boat bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04002.jpg
1284	[[0.34, 0.086], [0.48, 0.086], [0.48, 0.211], [0.34, 0.211]]	locate the oil tank top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04003.jpg
1285	[[0.199, 0.035], [0.336, 0.035], [0.336, 0.156], [0.199, 0.156]]	locate the storage tank at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04003.jpg
1286	[[0.395, 0.004], [0.543, 0.004], [0.543, 0.078], [0.395, 0.078]]	the cylindrical tank top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04003.jpg
1287	[[0.066, 0.004], [0.184, 0.004], [0.184, 0.086], [0.066, 0.086]]	find the oil tank located at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04003.jpg
1288	[[0.332, 0.562], [0.43, 0.562], [0.43, 0.66], [0.332, 0.66]]	the marine vessel center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04003.jpg
1289	[[0.703, 0.754], [0.879, 0.754], [0.879, 0.926], [0.703, 0.926]]	find the boat located at the bottom right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04526.jpg
1290	[[0.953, 0.945], [1.0, 0.945], [1.0, 1.0], [0.953, 1.0]]	locate the cylindrical tank at the bottom right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04526.jpg
1291	[[0.703, 0.379], [0.879, 0.379], [0.879, 0.551], [0.703, 0.551]]	the vessel in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04527.jpg
1292	[[0.953, 0.57], [1.0, 0.57], [1.0, 0.684], [0.953, 0.684]]	locate the fuel tank on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04527.jpg
1293	[[0.891, 0.0], [0.979, 0.0], [0.979, 0.067], [0.891, 0.067]]	among the 2 bridges, find the one at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04531.jpg
1294	[[0.759, 0.288], [0.789, 0.288], [0.789, 0.319], [0.759, 0.319]]	among the 2 bridges, find the one in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/04531.jpg
